Image_RID,XZP_pred,XZP_prob_airplane,XZP_prob_automobile,XZP_prob_bird,XZP_prob_cat,XZP_prob_deer,XZP_prob_dog,XZP_prob_frog,XZP_prob_horse,XZP_prob_ship,XZP_prob_truck,Z1R_pred,Z1R_prob_airplane,Z1R_prob_automobile,Z1R_prob_bird,Z1R_prob_cat,Z1R_prob_deer,Z1R_prob_dog,Z1R_prob_frog,Z1R_prob_horse,Z1R_prob_ship,Z1R_prob_truck,103T_pred,103T_prob_airplane,103T_prob_automobile,103T_prob_bird,103T_prob_cat,103T_prob_deer,103T_prob_dog,103T_prob_frog,103T_prob_horse,103T_prob_ship,103T_prob_truck,True_Class
6DW,airplane,0.41686666,0.035353743,0.027512116,0.049743127,0.05778094,0.11602004,0.03891879,0.059024323,0.12951954,0.069260724,cat,0.026010927,0.00090269576,0.17514686,0.31326336,0.20067585,0.041722294,0.19783367,0.029880092,0.0037476376,0.010816674,bird,0.00054998876,8.262855e-05,0.75493187,0.0073455274,0.049139544,0.00016165346,0.18768682,8.906317e-08,1.0406146e-07,0.00010187571,cat
6DY,frog,0.008215535,0.071056135,0.16103148,0.07333743,0.13257828,0.09611409,0.24049853,0.114918336,0.016316948,0.085933134,deer,0.015158284,0.00770939,0.14237422,0.10406062,0.42981097,0.06301306,0.116366036,0.09373356,0.008515182,0.019258643,deer,0.034175336,0.005497632,0.020245973,0.002295014,0.46663985,0.009955718,0.079299666,0.22039695,6.436148e-05,0.16142952,bird
6E0,deer,0.030630145,0.10560195,0.09802894,0.10282658,0.1587087,0.1184235,0.12587014,0.09928839,0.043973394,0.11664825,cat,0.00097342546,0.0245043,0.02415721,0.38496846,0.25383475,0.24708802,0.01828234,0.030717134,0.00027968333,0.015194683,dog,4.326322e-09,5.532543e-07,5.6531367e-06,0.028802393,0.00016108982,0.9709917,1.1555148e-06,3.6660407e-05,2.0278772e-12,6.878345e-07,bird
6E2,airplane,0.17444359,0.081381254,0.05678441,0.06435776,0.08824016,0.09499282,0.06696972,0.07780465,0.17313728,0.12188841,ship,0.051232174,0.007592547,0.020571988,0.0071401326,0.039975043,0.070650406,0.033866428,0.020421518,0.74268514,0.0058646463,ship,0.0002312789,7.613361e-07,2.1521637e-06,1.0321181e-08,1.6958114e-05,8.150771e-05,1.9064004e-06,2.3624878e-08,0.9996654,4.8655643e-08,ship
6E4,automobile,0.022018205,0.14586042,0.1155693,0.103029236,0.11893905,0.1428017,0.12799259,0.08816536,0.03355048,0.10207368,automobile,0.025439011,0.2746829,0.04115378,0.19269732,0.1732586,0.11225172,0.0056146225,0.08456857,0.013632913,0.07670064,cat,1.5833608e-05,0.00029750302,0.046030384,0.6718316,0.00078063813,0.16763952,3.7110834e-07,0.11340019,2.5589312e-08,3.952212e-06,horse
6E6,automobile,0.06946402,0.15063858,0.09286793,0.09803159,0.09651902,0.13624749,0.080508806,0.057031494,0.09428107,0.124410026,deer,0.07326889,0.19121139,0.12004636,0.08177645,0.19368674,0.0040915865,0.02859525,0.010519,0.16637863,0.1304258,automobile,0.0020952944,0.88518417,0.0012429196,0.00012207562,0.0011367283,1.282155e-07,0.0029056526,2.3424718e-06,0.03203652,0.07527424,truck
6E8,horse,0.044817567,0.079500556,0.08675624,0.0682165,0.1563771,0.10340957,0.11502145,0.17712536,0.047150414,0.12162528,horse,0.00023759544,0.0006766383,0.015515584,0.048413325,0.07105544,0.0527232,0.0033237224,0.8075657,4.723241e-05,0.00044162368,horse,6.2478335e-11,1.2759087e-07,0.27567518,0.0006235356,0.00033503,0.022360643,6.825172e-07,0.7010048,1.1220988e-12,2.7665867e-10,horse
6EA,airplane,0.2880361,0.05513336,0.03345143,0.07802849,0.082970075,0.12897336,0.053622972,0.063979566,0.121424705,0.09437986,cat,0.0029978,0.0010971987,0.025908027,0.41194567,0.19762777,0.019803604,0.31908405,0.0056573236,0.0014076157,0.014471,frog,6.816142e-05,1.6660337e-05,0.010147783,0.16346306,0.0010470782,0.0039585964,0.8197285,1.4251103e-05,3.637082e-07,0.0015556646,frog
6EE,airplane,0.22814158,0.085505374,0.034649774,0.051358286,0.09029376,0.102930635,0.043800756,0.050857034,0.16335005,0.14911273,deer,0.082676865,0.2787096,0.09451679,0.023735331,0.30402708,0.031048281,0.07679429,0.018291822,0.07116217,0.019037802,automobile,0.027182043,0.9647897,0.0004089743,1.055656e-08,0.0058968817,1.0927427e-05,5.233453e-05,6.203758e-07,6.8284726e-06,0.0016518148,truck
6EG,airplane,0.38918743,0.049374774,0.04243252,0.06934237,0.046493433,0.19848257,0.043016307,0.05700432,0.06770517,0.03696108,airplane,0.31783852,0.0066115176,0.19242145,0.17918654,0.04241788,0.14564635,0.012040333,0.09411042,0.0012094119,0.008517551,bird,0.08698064,0.0054856036,0.44693252,0.4351206,3.896934e-06,0.021004051,1.8822222e-05,0.004365385,4.5026018e-06,8.3986815e-05,ship
6EM,frog,0.02410383,0.07726508,0.098307386,0.0889862,0.1649424,0.1081417,0.18091644,0.116253704,0.032357924,0.10872534,frog,0.0007906433,0.005671777,0.093452804,0.12361639,0.2735772,0.08998048,0.38534072,0.018972019,8.006817e-05,0.008517842,frog,1.1293391e-06,0.000101184574,0.0684976,0.020377982,0.0017723279,0.002494938,0.9060246,8.776333e-05,3.682208e-10,0.0006423919,cat
6EP,frog,0.01868769,0.08515314,0.14367282,0.10171481,0.11084613,0.11509805,0.20287919,0.11066181,0.031354852,0.07993149,cat,0.005621386,0.016762776,0.06089396,0.32961476,0.1855725,0.045713224,0.16790582,0.13283879,0.014588479,0.040488314,frog,0.00043218076,0.0005543067,0.009339304,0.025471715,0.0115769915,0.022175446,0.75801647,0.14900601,0.00015920884,0.023268316,cat
6ET,frog,0.01362498,0.08712817,0.14448872,0.08588896,0.13733967,0.10568112,0.21214299,0.10240473,0.025820618,0.08548007,deer,0.0076259086,0.024793427,0.17602864,0.12603764,0.25453234,0.13383614,0.19555539,0.06785171,0.0023116714,0.011427087,automobile,0.025487494,0.29388872,0.1216741,0.1544548,0.2179891,0.09012253,0.043426294,0.0026931707,3.6150388e-06,0.050260156,bird
6F0,airplane,0.299465,0.07893539,0.038911164,0.06711122,0.04256206,0.12687153,0.03284062,0.031411104,0.21561949,0.066272356,ship,0.0066468953,0.002756311,0.070505664,0.15917069,0.056630746,0.0042918874,0.0048759705,0.0040430776,0.6809352,0.010143616,ship,2.780506e-06,0.032054108,0.0049589444,0.0062537026,1.4020438e-06,1.036389e-05,6.4974374e-06,4.4512873e-09,0.95668834,2.3778268e-05,ship
6F2,truck,0.086348966,0.07019564,0.06045894,0.066793,0.13744813,0.12253505,0.09916021,0.12538062,0.07426647,0.15741296,deer,0.009790534,0.0015637637,0.03212676,0.058115017,0.36858836,0.12184867,0.13747114,0.24907003,0.005253641,0.016172055,dog,1.8475591e-06,6.581436e-08,1.25497145e-05,3.6619247e-05,0.004299981,0.9548882,0.00015664728,0.04059974,1.2659606e-07,4.0695268e-06,deer
6F4,frog,0.004554556,0.07392306,0.18814772,0.060297064,0.12720276,0.07111346,0.27776524,0.099735856,0.015031177,0.0822291,bird,0.01959367,0.0056661256,0.35569,0.13971068,0.14946623,0.057027634,0.17336808,0.07616054,0.01951775,0.0037992818,deer,0.242243,0.009483179,0.09300836,0.008236815,0.57151717,0.0011959617,0.0606496,0.010937124,7.77072e-05,0.0026510477,deer
6F6,airplane,0.50420594,0.047844123,0.02552875,0.030746313,0.03773097,0.0837436,0.021773564,0.028116206,0.15352003,0.06679048,airplane,0.48468915,0.01679027,0.03966323,0.0009593203,0.060521998,0.0002798281,0.007205666,0.00083733705,0.3755841,0.013469142,ship,0.016035981,0.001055995,0.013418501,3.1052516e-06,0.27332476,4.3881933e-05,0.0024323477,1.7159069e-06,0.69360334,8.044251e-05,airplane
6FA,frog,0.015424026,0.116165645,0.12947142,0.095138565,0.12460548,0.13765408,0.16357741,0.101147406,0.02451013,0.092305854,cat,0.0022779463,0.2927634,0.0051341653,0.402524,0.1404771,0.053697597,0.006581246,0.04084632,0.0020763776,0.0536218,cat,7.490364e-07,0.104432106,3.5291356e-07,0.75395656,7.042025e-05,0.02572154,4.366531e-06,0.1151245,4.1132625e-06,0.0006853875,frog
6FC,frog,0.0056218123,0.058388446,0.18832403,0.068070054,0.12063054,0.10217123,0.2800503,0.11335406,0.011061921,0.05232762,deer,0.0050405697,0.0014980054,0.22937256,0.07691416,0.41955668,0.04034315,0.11568804,0.10306344,0.0066497116,0.0018736643,deer,0.000947277,0.00020651409,0.014579106,0.0002608037,0.89320254,0.0028423218,0.07605376,0.011836701,9.2261354e-07,7.012946e-05,bird
6FE,frog,0.020189092,0.06280801,0.12651037,0.11160177,0.12079205,0.16902654,0.20262969,0.10950291,0.017366994,0.059572536,deer,0.0016953237,0.005407419,0.01412916,0.17325746,0.4994428,0.08399698,0.18671079,0.021692736,0.0002719904,0.013395332,dog,0.0003185044,0.00026793504,0.0003728768,0.120147124,0.0056580654,0.7359479,0.13373923,0.0019072575,1.00017274e-07,0.0016410571,deer
6FJ,frog,0.032372918,0.08203526,0.12667462,0.08411712,0.14475344,0.13579875,0.1526959,0.12446833,0.030055707,0.0870279,dog,0.009499955,0.005437959,0.21851918,0.083366565,0.1443164,0.38573208,0.100112915,0.047426064,0.0011306916,0.0044582626,dog,1.7216473e-06,2.0951128e-07,0.0897753,0.00019865674,8.651194e-05,0.89864045,0.011119032,0.00017814779,2.716118e-10,4.7895607e-08,dog
6FM,frog,0.017731471,0.0471695,0.14166495,0.08973791,0.11793225,0.13750315,0.22918947,0.14836784,0.016107064,0.054596454,deer,0.0015946649,0.00017576806,0.05394286,0.07519834,0.6042881,0.011887432,0.18781778,0.05969736,0.0011305048,0.004267121,bird,5.1886393e-05,9.631342e-09,0.56052625,0.0022721044,0.31548023,0.0006799734,0.042932507,0.078010395,6.7033525e-08,4.6621197e-05,deer
6FR,truck,0.14823288,0.10066925,0.051062685,0.05342318,0.0908759,0.08195804,0.051402662,0.06234392,0.17335917,0.18667234,ship,0.12909971,0.23426256,0.108860694,0.02541367,0.1802357,0.010461902,0.011953015,0.013807419,0.24221396,0.04369128,automobile,0.00024846793,0.9954791,0.0030100464,2.1578299e-07,0.00094413024,7.649398e-07,1.3885996e-07,1.3632047e-07,0.00020971418,0.00010722354,automobile
6FT,frog,0.012776209,0.08976015,0.14201383,0.09066941,0.1359629,0.09930471,0.21243289,0.09712006,0.028997023,0.09096281,frog,0.0014289309,0.004609407,0.136222,0.092482485,0.30420884,0.025582405,0.40705582,0.021868637,0.0022017413,0.0043397346,frog,1.885686e-05,0.002047047,0.047352973,0.0006014162,0.09872598,0.0012291387,0.8491348,0.0002302805,2.8628617e-07,0.0006591789,bird
6FW,truck,0.10304453,0.0840452,0.06930717,0.09312827,0.11660509,0.10329881,0.09583197,0.10005909,0.08945483,0.14522503,frog,0.021209994,0.021287065,0.036380168,0.15470219,0.2599671,0.07575791,0.30250382,0.03007908,0.010802357,0.08731028,dog,0.0016347668,0.0002885803,0.0052224956,0.22798009,0.011446836,0.40554723,0.34605208,0.0005445004,0.00013347299,0.0011499432,frog
6FY,dog,0.060606692,0.081915304,0.10745658,0.1432206,0.0839544,0.22364691,0.13037,0.08995834,0.038441394,0.040429775,cat,0.0031065997,0.019770239,0.12795882,0.3159572,0.1600136,0.11714426,0.17446722,0.06993971,0.007872829,0.0037695365,horse,1.3320658e-05,0.21991755,0.13732246,0.1174465,0.00065935,0.0313623,0.00390906,0.48729318,0.0020698516,6.466278e-06,airplane
6G2,airplane,0.39770496,0.05878541,0.03161456,0.048139125,0.048697807,0.103842564,0.03164161,0.036044937,0.16978692,0.07374209,ship,0.13078518,0.017220931,0.09947858,0.024917511,0.18926908,0.008462611,0.03896765,0.008134941,0.45744625,0.025317365,ship,0.00048105864,0.0003995717,0.0055970657,4.0498766e-05,0.0002492625,1.2650025e-05,0.00018674597,4.4019664e-08,0.9928121,0.00022103176,ship
6G4,truck,0.084175654,0.09957166,0.05304652,0.076389454,0.13038532,0.08889905,0.068779044,0.07951455,0.12083973,0.19839899,deer,0.0009876459,0.028519798,0.008448279,0.073682174,0.7192826,0.020130906,0.01273506,0.039382707,0.009889678,0.086941116,deer,6.524331e-09,2.1094862e-05,1.4591957e-07,5.4028395e-05,0.9987413,0.00039822637,3.1573188e-06,8.441916e-06,1.4522868e-08,0.0007735318,bird
6G6,frog,0.010969275,0.087599196,0.13512547,0.091132164,0.14057916,0.10555193,0.21846451,0.09713365,0.026049834,0.087394856,frog,0.00016116173,0.0026196293,0.057271983,0.16203485,0.2170706,0.03141604,0.4893818,0.037481826,0.00041420833,0.0021479032,frog,4.218498e-09,8.772202e-06,0.050774314,0.08586194,0.0019691836,2.2100928e-06,0.86133087,5.27064e-05,1.0714823e-10,1.04200595e-07,frog
6G8,frog,0.012186768,0.07674615,0.14577824,0.06409724,0.13785322,0.09224356,0.20096973,0.1275128,0.03158939,0.111023016,horse,0.0020793024,0.0003065056,0.27741113,0.09561277,0.029622529,0.23910525,0.04377181,0.3109634,0.00079885835,0.00032856181,bird,6.839009e-07,3.027767e-07,0.6035152,0.0009639552,6.4700995e-05,0.0019730893,1.499188e-05,0.3934665,4.428253e-10,6.2528153e-07,horse
6GA,ship,0.17197193,0.113691084,0.04481849,0.06985253,0.08567421,0.09574266,0.044837072,0.045840304,0.1799149,0.14765681,ship,0.086064585,0.24713397,0.015327659,0.03398489,0.099219106,0.03217324,0.005683151,0.005377975,0.41913763,0.055897836,airplane,0.6492884,0.15079896,1.4021999e-05,1.4438396e-05,0.0063008745,2.380557e-05,2.4146061e-06,1.0846645e-08,0.17227983,0.02127724,airplane
6GC,truck,0.019511683,0.10704696,0.1258764,0.048196718,0.16325909,0.054911908,0.14416851,0.12053439,0.04988482,0.16660953,horse,0.08368954,0.06481603,0.15001696,0.077198006,0.20024112,0.05114515,0.04160254,0.24822788,0.0720245,0.011038244,deer,0.01942848,0.0488846,0.1633735,0.012669139,0.73872787,4.8441085e-05,0.0047522206,0.011410949,0.00018984904,0.0005149484,dog
6GG,airplane,0.4278088,0.052856874,0.02592443,0.033737358,0.039649945,0.0845355,0.02507236,0.031530872,0.20087019,0.0780137,ship,0.04174675,0.038577095,0.031206397,0.006283049,0.019395689,0.005021344,0.014241455,0.006660592,0.8198898,0.016977888,ship,0.003975495,0.0022443016,0.003735072,1.3745068e-08,3.201335e-07,1.5984996e-08,0.00010334775,7.827246e-11,0.9899373,4.059694e-06,ship
6GM,frog,0.018971816,0.085687704,0.09413696,0.09206571,0.16350807,0.105716616,0.1920101,0.105010584,0.038413413,0.10447907,deer,0.0004610745,0.0021799586,0.018004844,0.18215351,0.5491827,0.09178003,0.09026723,0.061041135,0.00026394072,0.004665536,cat,1.6953517e-06,0.0012926031,9.014856e-05,0.60159147,0.0038591765,0.0103881955,0.3693017,0.00012565916,5.3898354e-08,0.0133492565,frog
6GP,airplane,0.51546866,0.043819796,0.031207483,0.03767341,0.03592171,0.09323524,0.026337631,0.0339272,0.1305049,0.05190398,airplane,0.84313405,0.00080223364,0.005856281,0.0002645415,0.0061999466,0.00065308705,0.0013694926,0.00030157843,0.14075272,0.0006660754,airplane,0.75333047,1.6302853e-07,3.6382218e-07,2.260506e-09,1.3345867e-07,8.42485e-10,3.086843e-08,1.6108192e-12,0.24666893,2.4217368e-11,airplane
6GT,frog,0.007416584,0.08875058,0.17585185,0.08728622,0.1181606,0.104506165,0.25192013,0.08315409,0.020110738,0.062843,frog,0.000483803,0.0049625426,0.21416652,0.15328175,0.14048457,0.055538658,0.39329195,0.035379644,0.0013501153,0.0010604329,bird,8.9256474e-07,0.0060560466,0.8215678,0.007614341,0.03834088,0.001817009,0.12420248,0.000399668,1.4288153e-08,9.158373e-07,frog
6GW,airplane,0.26822045,0.077465095,0.057354253,0.054018248,0.053772174,0.13193719,0.05022143,0.059413064,0.13402009,0.113578014,ship,0.16787927,0.0010192003,0.025670461,0.0018433434,0.010840627,0.0011080737,0.003174498,0.001022233,0.77761126,0.009831065,ship,0.0028140582,1.7307014e-10,2.2368053e-05,7.862973e-09,1.1996048e-07,1.2025272e-10,1.424494e-07,1.6719138e-11,0.99716336,1.1721154e-09,airplane
6H4,dog,0.17239943,0.045976035,0.08385072,0.09318846,0.082033075,0.21952884,0.10621271,0.1208711,0.047589704,0.028349863,bird,0.007515725,3.8194285e-05,0.59220487,0.09237782,0.045720644,0.10206163,0.1017274,0.05809925,0.00022909734,2.5402778e-05,frog,0.012706474,1.1050848e-06,0.05273383,0.38157046,1.0020568e-05,0.021073135,0.5252416,0.0066633173,1.0745604e-08,7.9383133e-10,cat
6H8,airplane,0.31980398,0.073634,0.053819247,0.060639102,0.05969804,0.11058199,0.03862087,0.049556628,0.15542418,0.078222014,bird,0.16012272,0.017053654,0.50475883,0.05109159,0.11613882,0.026657684,0.011750665,0.02605504,0.07462829,0.011742733,bird,0.023691332,2.031449e-05,0.9733889,0.0012805897,5.0781073e-05,3.6403887e-06,2.3097597e-05,7.87744e-08,0.0015413312,2.246021e-08,bird
6HE,frog,0.016849384,0.1287514,0.15352054,0.09776618,0.11193641,0.10135286,0.17145538,0.07370952,0.047346734,0.09731163,cat,0.006011357,0.026891243,0.13570908,0.46794292,0.07104615,0.1003843,0.1436369,0.017529678,0.023848193,0.007000085,cat,2.2029588e-05,0.0025505903,0.020273034,0.9163375,1.3455478e-05,0.05836475,0.002190003,0.00023074559,4.247454e-06,1.3585541e-05,horse
6HG,frog,0.03536932,0.085322194,0.10828665,0.09916195,0.14461766,0.13254564,0.14654128,0.12361244,0.045892257,0.078650646,deer,0.00044372134,0.001858018,0.08179405,0.16568801,0.3989933,0.13031617,0.043467492,0.17571522,0.0004308207,0.0012931661,bird,1.7685631e-10,9.674282e-08,0.8331674,0.005331289,0.1341577,0.016067702,0.0016943375,0.009581465,2.1270848e-11,3.849984e-08,dog
6HJ,frog,0.0064821644,0.08461402,0.14737827,0.07296982,0.14414646,0.10556782,0.24695483,0.09921328,0.016783956,0.07588941,horse,0.0011904624,0.0046657454,0.02463015,0.17002797,0.21967953,0.18240897,0.16398215,0.22880161,0.0039575733,0.0006558149,deer,1.3775252e-07,0.00012276872,0.0018798612,0.0014626461,0.70514,0.001668611,0.13663468,0.15308845,2.139387e-06,6.898328e-07,bird
6HM,frog,0.0059875757,0.08458691,0.19017038,0.06951699,0.11775961,0.07610806,0.2540863,0.09015908,0.02018975,0.09143543,bird,0.009866382,0.0055812537,0.43023998,0.09912085,0.08023351,0.019804154,0.30468276,0.015729586,0.02628667,0.008454907,bird,0.007438752,0.00022284746,0.813172,0.029917272,0.0016020637,1.5050088e-05,0.14485091,0.00013444132,4.8614722e-05,0.0025980782,deer
6HP,dog,0.04662,0.13608457,0.084158085,0.10943198,0.1210918,0.14294907,0.09587062,0.08999327,0.06701981,0.106780775,horse,0.005077001,0.047445476,0.0065740827,0.37302497,0.05981655,0.07681431,0.0031113143,0.41175318,0.0065505207,0.009832628,cat,5.5263814e-07,0.005308487,0.00011414784,0.8694361,2.5999e-06,0.06046544,1.2129024e-06,0.06465914,1.0759999e-05,1.5618566e-06,horse
6HR,airplane,0.2782533,0.0769703,0.029288782,0.061807126,0.08305864,0.1126249,0.04003127,0.045954548,0.15225491,0.119756304,deer,0.027557861,0.060657877,0.01807222,0.09160267,0.6746591,0.033453207,0.0506182,0.009848253,0.009993566,0.023537189,deer,0.0013333275,0.28968197,0.00063391513,0.0006205968,0.61529976,0.0656797,0.004037024,0.00013770728,1.0294503e-05,0.02256569,cat
6HW,frog,0.026863648,0.12422142,0.1203253,0.08360768,0.13233723,0.106224306,0.14077803,0.08680235,0.049472854,0.12936719,bird,0.037669078,0.13701227,0.1735787,0.13124952,0.13066764,0.082218796,0.12632582,0.026797993,0.12589155,0.028588627,cat,0.0072741797,0.120243855,0.031015271,0.5582781,0.015791444,0.009466148,0.102166004,0.04785459,0.09744083,0.010469666,frog
6HY,dog,0.06467428,0.0905452,0.06322795,0.113497816,0.14386754,0.15787427,0.10527165,0.098650075,0.043111138,0.1192801,cat,0.0006377438,0.016537333,0.003765336,0.4889316,0.31176317,0.044975184,0.07421042,0.013596495,6.34832e-05,0.045519266,cat,7.3053394e-07,0.00012491678,2.0006944e-08,0.9777314,0.00028861428,0.007934338,0.013526861,6.5382083e-06,6.006091e-11,0.00038653798,cat
6J0,frog,0.042092275,0.053188562,0.09825004,0.09618046,0.1293937,0.16151813,0.17645764,0.15263876,0.032592613,0.05768786,frog,0.0009779772,7.875954e-05,0.030347455,0.05266613,0.23898247,0.03100147,0.41905504,0.22525299,0.000116267925,0.001521423,horse,1.911052e-06,3.8282804e-09,0.0021259375,0.00043420724,0.04786312,0.0001482039,0.29555675,0.6538511,1.6898687e-10,1.8745674e-05,dog
6J2,dog,0.038042974,0.046836693,0.12285442,0.1342403,0.076110095,0.23785165,0.1664208,0.11857949,0.025755636,0.033307977,horse,0.00075010257,3.498607e-05,0.046680417,0.3161428,0.011339306,0.26111835,0.024043702,0.33953354,0.00023237627,0.00012447235,cat,3.858983e-08,6.670638e-08,0.0014604208,0.37736893,3.3494607e-06,0.27495545,2.2283648e-05,0.3461895,3.1982317e-09,8.583041e-09,dog
6J4,frog,0.041645497,0.09409771,0.088563845,0.115218274,0.12562159,0.12668623,0.13690986,0.09677857,0.066074125,0.108404286,cat,0.001275251,0.0069196178,0.02862146,0.4669651,0.15020578,0.11015033,0.08130842,0.12879916,0.003625788,0.022129107,dog,1.8443836e-07,0.002505205,0.0045177285,0.11509726,0.0005633646,0.6539539,0.006753873,0.21010052,0.00037626308,0.0061317035,deer
6J8,dog,0.03407573,0.09665407,0.13381957,0.12148253,0.111641794,0.20440373,0.13628885,0.088516936,0.026791865,0.04632499,dog,0.006072675,0.026358355,0.07249473,0.18534099,0.17894508,0.42563704,0.020576598,0.08196188,0.0005167617,0.002095889,dog,4.0392134e-08,3.466925e-07,0.0016722823,6.7757705e-05,2.6463336e-05,0.9968053,4.8933924e-07,0.0014273422,6.094279e-12,5.5710425e-10,horse
6JA,ship,0.15744114,0.08555863,0.06020949,0.05499062,0.08589875,0.09007631,0.055454552,0.08384889,0.16809846,0.15842319,ship,0.19050975,0.0058600074,0.120467976,0.008839129,0.07415133,0.0048380042,0.0030833397,0.08819658,0.4840783,0.019975549,ship,0.07455716,0.012430111,0.0037235196,3.2453272e-06,0.003669256,4.1694754e-08,3.502778e-05,0.00039345332,0.8406312,0.06455701,airplane
6JC,frog,0.009336832,0.081322074,0.17079684,0.07835928,0.12899071,0.09687589,0.2388589,0.097698525,0.021069942,0.07669095,deer,0.004565058,0.011357617,0.23927352,0.069932446,0.33929437,0.05624473,0.21907848,0.047332216,0.0039509377,0.008970566,bird,0.0003299421,0.001406751,0.76392794,0.00076333835,0.122370236,0.0003991361,0.10995265,0.0007236187,3.5353506e-07,0.0001260297,bird
6JJ,truck,0.014756735,0.11363608,0.08962409,0.06898477,0.15292774,0.072960265,0.13879792,0.065523915,0.054561798,0.22822677,automobile,0.0004990236,0.37650162,0.008462798,0.25652888,0.0970452,0.075164974,0.02561744,0.018812414,0.0017104824,0.1396572,truck,4.9547666e-08,0.063490435,8.7413565e-07,0.025951918,0.00016372328,0.0013518435,2.913163e-06,0.000109505534,1.071457e-09,0.90892875,truck
6JM,deer,0.019775832,0.118250936,0.13002089,0.07960421,0.15970886,0.09225446,0.15390597,0.10084813,0.03257839,0.11305244,deer,0.008150973,0.22738352,0.051532272,0.14641452,0.33881724,0.11878992,0.04730203,0.028931377,0.0031767737,0.029501287,deer,0.0014282992,0.102261335,0.0055041406,0.032772735,0.5166896,0.3280779,0.0014245345,0.0053607705,1.0252115e-06,0.0064795557,dog
6K2,airplane,0.35300267,0.045273345,0.029468343,0.06956573,0.07515081,0.14443153,0.047088906,0.064156085,0.11557342,0.0562892,deer,0.01744633,0.0003859845,0.052386634,0.35369933,0.36233222,0.05207117,0.13940284,0.020625731,0.000652734,0.00099702,cat,0.10391912,3.185532e-05,0.0034399994,0.88349825,0.002456112,8.089856e-05,0.0065727304,1.7081246e-07,1.5928146e-08,9.399722e-07,bird
6K4,frog,0.02045727,0.08609288,0.12845917,0.101483725,0.127834,0.14097832,0.18917248,0.09902468,0.033151165,0.073346294,frog,0.0023403636,0.0017744184,0.1368661,0.09847323,0.2030103,0.17799547,0.28328747,0.09259715,0.0018933293,0.0017621997,frog,6.997995e-05,1.4192946e-05,0.18910083,0.04649491,0.023730628,0.14450577,0.47712678,0.118949935,3.420198e-07,6.61913e-06,frog
6K6,ship,0.19347882,0.13340417,0.06308262,0.055500623,0.059636664,0.08571456,0.038448308,0.031083679,0.2164317,0.123218864,ship,0.1136196,0.0070035183,0.15963897,0.0004192858,0.008651832,9.670197e-05,0.0019450024,6.56551e-05,0.7037561,0.004803318,ship,0.16513953,0.0002021963,0.021661777,1.7970969e-10,7.485284e-08,5.9306347e-13,1.0037952e-07,4.3747777e-13,0.8129584,3.7977756e-05,ship
6KA,frog,0.010951576,0.075698875,0.16722834,0.08188878,0.12736657,0.097704634,0.235443,0.10712824,0.024456078,0.07213389,frog,0.001146131,0.00082928315,0.2631769,0.09399641,0.14252369,0.035949793,0.3599344,0.09832753,0.0033185787,0.00079732185,bird,6.973804e-07,7.80135e-07,0.97847134,0.0024076337,0.0002893844,2.7534493e-06,0.018545311,0.0002821432,2.4738691e-08,1.5416958e-08,deer
6KC,ship,0.15911433,0.111929856,0.04239705,0.07066563,0.07145335,0.0977452,0.042138975,0.044481464,0.18437487,0.17569932,truck,0.0013979676,0.13389538,0.0036684573,0.10426363,0.018253086,0.004358148,0.0014443136,0.0029407346,0.21815516,0.51162314,truck,1.3928568e-06,0.04929334,0.00034286143,0.12207883,1.0121163e-05,1.5673197e-05,2.2662934e-06,1.9226768e-07,0.28019336,0.54806197,truck
6KE,deer,0.036563464,0.120931156,0.08991068,0.081349805,0.170629,0.09888452,0.124229245,0.09774941,0.053336553,0.12641612,deer,0.023267187,0.1607558,0.05417724,0.057102896,0.53255266,0.09518815,0.033247083,0.021468965,0.007831048,0.014409032,deer,0.0002315991,0.09472091,0.0071916976,0.0008593465,0.8903755,0.0054998803,0.0009257482,2.085939e-05,1.38331e-05,0.00016059239,ship
6KG,truck,0.018008268,0.100224316,0.10481873,0.067667544,0.14331073,0.080447346,0.16012238,0.09289332,0.05639533,0.17611207,dog,0.010037732,0.027889831,0.06715824,0.13016221,0.15542102,0.18751085,0.1773098,0.12373695,0.065233275,0.055540144,truck,9.299628e-05,0.05779772,7.139148e-06,0.018202953,0.00072774803,0.063371904,0.0661434,0.013336789,0.00024950804,0.7800698,truck
6KM,dog,0.040795565,0.102970175,0.091529004,0.10691295,0.12121044,0.18321487,0.1307448,0.09693168,0.032204084,0.09348644,automobile,0.02212864,0.33438218,0.016745469,0.09597451,0.1340154,0.029649125,0.08765466,0.018294457,0.0012731988,0.25988245,automobile,7.5043834e-05,0.8713819,3.699983e-05,6.4422875e-06,8.360766e-05,0.00010797144,0.006989521,1.1277582e-06,2.4269143e-08,0.121317394,automobile
6KR,dog,0.0917185,0.107376814,0.10104249,0.10408123,0.092866845,0.16327962,0.09751594,0.08720329,0.07999578,0.0749195,bird,0.016805941,0.054584287,0.270866,0.13181311,0.13280955,0.1283843,0.12999228,0.084777765,0.044069063,0.0058977026,bird,6.9605344e-06,0.035543542,0.93327063,0.003955909,0.00030919572,0.002097367,0.024603646,4.6806083e-05,0.00016587156,7.9087016e-08,dog
