Image_RID,True_Class,W76_pred,W76_conf,W76_prob_airplane,W76_prob_automobile,W76_prob_bird,W76_prob_cat,W76_prob_deer,W76_prob_dog,W76_prob_frog,W76_prob_horse,W76_prob_ship,W76_prob_truck,XCE_pred,XCE_conf,XCE_prob_airplane,XCE_prob_automobile,XCE_prob_bird,XCE_prob_cat,XCE_prob_deer,XCE_prob_dog,XCE_prob_frog,XCE_prob_horse,XCE_prob_ship,XCE_prob_truck,YHP_pred,YHP_conf,YHP_prob_airplane,YHP_prob_automobile,YHP_prob_bird,YHP_prob_cat,YHP_prob_deer,YHP_prob_dog,YHP_prob_frog,YHP_prob_horse,YHP_prob_ship,YHP_prob_truck
ACG,frog,frog,0.1607007980346679,0.031463612,0.06035632,0.09653769,0.12735462,0.11107351,0.1554697,0.1607008,0.13213877,0.055124328,0.06978064,cat,0.2827027440071106,0.0048343246,0.0045851967,0.12617265,0.28270274,0.099923566,0.14825092,0.2599407,0.062793754,0.0034204423,0.0073756767,bird,0.91703462600708,7.995306e-07,3.8712582e-07,0.9170346,0.03153448,0.04490741,0.0021372985,0.0037884826,0.00059635367,1.5715369e-07,6.0134617e-09
ACJ,automobile,frog,0.1675361841917038,0.015117557,0.106541775,0.098897316,0.12134848,0.074214466,0.12979536,0.16753618,0.047722343,0.11069333,0.12813321,automobile,0.8139753937721252,0.013845283,0.8139754,0.007455558,0.0038793965,0.0009191196,0.0527151,0.003681292,0.00026757142,0.013388686,0.08987264,automobile,0.988373339176178,6.74399e-07,0.98837334,2.125627e-07,2.1874139e-07,3.638642e-10,0.002211881,8.872589e-07,1.8100943e-08,6.790881e-06,0.009405991
ACM,dog,horse,0.2209878265857696,0.05955794,0.066835344,0.080852516,0.14219573,0.072694354,0.13411774,0.102076605,0.22098783,0.044375647,0.07630631,cat,0.8489571213722229,0.002066984,0.06505319,0.0054017855,0.8489571,0.001692014,0.032593034,0.037367295,0.00048075826,0.0012470508,0.0051407777,cat,0.9988002777099608,8.417047e-09,2.5331665e-06,8.071897e-06,0.9988003,3.745936e-07,0.00039634557,0.00079175615,5.8939435e-07,7.0350965e-12,8.33978e-09
ACP,bird,dog,0.1443893611431121,0.08369404,0.082986094,0.089482255,0.10820247,0.10826472,0.14438936,0.103404984,0.108905494,0.08265592,0.08801474,frog,0.5314013957977295,0.049343325,0.010885591,0.09648077,0.17272435,0.034127463,0.05623316,0.5314014,0.0036185242,0.03902204,0.0061634323,frog,0.9797771573066713,0.0027825579,6.083188e-06,0.01044831,0.004167819,0.0017592127,0.0009502594,0.97977716,1.0220075e-06,0.00010735868,1.4908792e-07
ACR,cat,frog,0.2226636260747909,0.0056631966,0.06418625,0.080098934,0.11110564,0.10254795,0.04490192,0.22266363,0.065848246,0.12146883,0.18151544,cat,0.2517708539962768,0.028049177,0.08704537,0.044408727,0.25177085,0.04452127,0.20311058,0.11963375,0.011326474,0.14921033,0.060923465,dog,0.5680705308914185,0.00021308029,0.06987525,0.008675681,0.25139865,0.0062282444,0.56807053,0.075936496,0.0016622926,1.6520005e-05,0.017923193
ACW,frog,frog,0.3043873310089111,0.004944592,0.016510932,0.097644255,0.16802834,0.04103627,0.2177845,0.30438733,0.113012135,0.019425856,0.017225875,frog,0.3927297294139862,0.0030062136,8.258557e-05,0.2869671,0.15125111,0.011927385,0.12506592,0.39272973,0.027359113,0.00087427755,0.0007365484,frog,0.6854934096336365,7.983263e-06,9.99698e-07,0.25439918,0.0023428705,0.026173715,0.029654788,0.6854934,0.0019269933,3.090059e-10,3.8070375e-08
ACY,truck,truck,0.1778022050857544,0.0851957,0.08929293,0.07828717,0.11087879,0.06169072,0.05787437,0.0989405,0.08481997,0.1552176,0.1778022,ship,0.5912663340568542,0.010789855,0.05155537,0.004690595,0.0919234,0.014980945,0.006959399,0.074065566,0.0032992985,0.59126633,0.15046923,frog,0.4227221310138702,0.00044428185,0.020182397,0.001380648,0.099268064,9.857485e-05,0.0019701177,0.42272213,0.0073571526,0.38615894,0.060417715
AD0,frog,truck,0.308390349149704,0.04658737,0.10201555,0.07090809,0.06666646,0.09602139,0.037680384,0.07690734,0.06897363,0.12584943,0.30839035,truck,0.4830010235309601,0.013303559,0.22438377,0.028536942,0.066720195,0.038341828,0.025727388,0.065822735,0.003608555,0.050554063,0.48300102,frog,0.7163681387901306,0.0001393913,0.0011467312,0.013744279,0.056361765,0.009437288,0.18054315,0.71636814,4.2499682e-06,4.768146e-05,0.022207329
AD2,truck,truck,0.4539244472980499,0.029793765,0.08942352,0.049259275,0.04323394,0.063937694,0.013646669,0.04888695,0.045080677,0.16281313,0.45392445,truck,0.5381344556808472,0.075043365,0.20361295,0.0056050215,0.0034675633,0.0022244786,0.0014827261,0.0005446395,0.0016227294,0.16826208,0.53813446,truck,0.833250880241394,0.00064077595,0.11382256,0.005836569,1.3924267e-06,4.1409716e-05,1.5641148e-06,1.3343364e-06,2.0584632e-05,0.046383057,0.8332509
AD4,bird,frog,0.2234431505203247,0.012475638,0.0379945,0.11629562,0.13629353,0.08192704,0.19473864,0.22344315,0.10621311,0.04742167,0.04319722,dog,0.5737555027008057,0.0010984349,0.0016039225,0.13287829,0.089868546,0.026734808,0.5737555,0.15937197,0.012071446,0.0019820838,0.00063508365,dog,0.9983086585998536,2.3972109e-09,6.444989e-08,2.4056137e-05,4.3246117e-05,2.7002984e-06,0.99830866,0.001620866,3.489668e-07,1.3532964e-10,5.0037835e-11
AD6,ship,truck,0.3598352670669555,0.054766573,0.074771814,0.06592506,0.045938615,0.07480663,0.022051318,0.06367496,0.066861235,0.17136845,0.35983527,truck,0.5850344896316528,0.10708083,0.028790494,0.010079258,0.004788755,0.010078196,0.0030164085,0.0035523428,0.0016337745,0.24594548,0.5850345,truck,0.87074214220047,0.0024237721,0.00067725073,3.9813196e-05,8.745651e-09,0.0012063587,6.802809e-06,7.942102e-06,3.9271513e-06,0.124892004,0.87074214
AD8,cat,frog,0.1585220992565155,0.019812943,0.059953623,0.121736445,0.11914909,0.09579693,0.09039641,0.1585221,0.15766221,0.055328593,0.12164167,cat,0.3371670246124267,0.015241421,0.038875196,0.17204367,0.33716702,0.061164968,0.11814191,0.050303563,0.19167107,0.011829464,0.0035617827,horse,0.973663330078125,2.3251264e-08,9.322866e-06,2.8842565e-05,0.023546109,0.0017232575,0.0010193598,9.738791e-06,0.97366333,9.5081295e-12,7.108426e-11
ADJ,airplane,truck,0.3596270978450775,0.06439973,0.09824216,0.044348743,0.06246553,0.087805,0.027766038,0.05006805,0.079216294,0.12606137,0.3596271,truck,0.7053451538085938,0.0037986413,0.067013025,0.00041738496,0.0134328,0.017148487,0.0029172017,0.002499856,0.00030270693,0.18712477,0.70534515,truck,0.994212567806244,2.7918726e-05,0.004104838,7.861219e-06,0.00028801957,0.00025369297,3.914498e-05,1.9697443e-06,6.3195466e-10,0.0010639244,0.99421257
ADM,airplane,horse,0.2567692101001739,0.12837158,0.03421907,0.1536909,0.104010835,0.03043612,0.14202096,0.06744528,0.2567692,0.028450573,0.05458546,cat,0.5958927273750305,0.011621306,0.00025839952,0.2881182,0.5958927,0.00071038393,0.025161635,0.013885302,0.031701196,0.00014309643,0.03250769,cat,0.9948739409446716,4.4369795e-08,2.2528314e-12,0.0024936628,0.99487394,2.7791234e-08,0.002129182,0.00017763524,0.00032543097,2.1865198e-12,6.7582824e-09
ADP,airplane,truck,0.2250217646360397,0.11687939,0.07152171,0.08507634,0.056524016,0.07367507,0.04062234,0.06509612,0.09702895,0.16855425,0.22502176,ship,0.7410843968391418,0.16022737,0.0016717731,0.019826923,0.0059448443,0.028098369,0.014188377,0.005984592,0.002497421,0.7410844,0.02047584,ship,0.9970840811729432,0.0027888382,4.1277872e-08,6.8817885e-06,1.0170512e-06,0.00010015268,1.4451815e-05,1.0623849e-06,3.912339e-08,0.9970841,3.513761e-06
ADT,deer,horse,0.1785196512937545,0.17284188,0.04325304,0.13614213,0.087653466,0.03600062,0.12620398,0.09091612,0.17851965,0.06951209,0.058956977,frog,0.4510010182857513,0.037094247,0.0004922322,0.27215806,0.038003415,0.025643392,0.03101219,0.45100102,0.0072692903,0.13431719,0.0030089766,frog,0.9773669838905334,0.009464604,5.671413e-11,0.0100175515,0.002264473,0.0006291859,0.000250347,0.977367,4.987569e-06,1.9602846e-06,5.003623e-10
ADW,frog,frog,0.1922764182090759,0.016266748,0.05679935,0.12077208,0.17505889,0.053254187,0.10359873,0.19227642,0.1410911,0.050663497,0.09021902,cat,0.3677948415279388,0.00841489,0.15669695,0.021200802,0.36779484,0.048991326,0.016464626,0.03626241,0.1474918,0.013839513,0.18284288,cat,0.752549946308136,2.41847e-06,0.01313784,4.7879526e-05,0.75254995,0.0006519674,0.00091721583,0.00016493275,0.23240775,3.889678e-06,0.00011610677
AE0,automobile,horse,0.2116709500551223,0.08185766,0.074577846,0.107354045,0.1256112,0.047486935,0.09120837,0.092711255,0.21167095,0.059174187,0.10834755,automobile,0.4282405376434326,0.035710253,0.42824054,0.012892087,0.045689564,0.0064892136,0.033325944,0.00040826903,0.31474152,0.0036182483,0.11888441,automobile,0.8173677921295166,1.0028164e-05,0.8173678,0.0117106475,6.223011e-05,0.0020855411,8.751306e-05,1.3990667e-08,0.13673186,3.5166686e-05,0.03190916
AE2,dog,dog,0.2393158078193664,0.04878221,0.02456875,0.12855999,0.14790708,0.037623487,0.23931581,0.14106621,0.18767296,0.02442358,0.020079862,cat,0.4018817543983459,0.041134648,0.0012826672,0.104310796,0.40188175,0.075635195,0.12066501,0.24121834,0.010284724,0.0021484618,0.0014384795,frog,0.4503760933876037,3.4058798e-05,3.333056e-08,0.014929908,0.4374611,0.0049474277,0.09210143,0.4503761,0.00014986229,2.1464681e-09,1.7705862e-10
AE4,deer,frog,0.2098363637924194,0.012615449,0.034807425,0.09230853,0.16108249,0.07139948,0.20707268,0.20983636,0.15298995,0.023713736,0.034173924,cat,0.3432271182537079,0.0050782207,0.04247776,0.069356084,0.34322712,0.13481657,0.06740967,0.26436967,0.024143023,0.0027125592,0.046409298,frog,0.5618908405303955,2.9405755e-06,0.0092200935,0.065020144,0.23679538,0.059853766,0.06090007,0.56189084,0.0062473286,5.5238996e-08,6.938054e-05
AEA,airplane,truck,0.2576541602611542,0.07660078,0.11879289,0.06189013,0.06950505,0.09216203,0.044743102,0.058074888,0.047996324,0.17258069,0.25765416,truck,0.2886710166931152,0.24379706,0.15927316,0.0027790528,0.012686894,0.026300758,0.012927551,0.0011320486,0.0015488918,0.25088355,0.28867102,airplane,0.8951015472412109,0.89510155,0.01670483,0.00016837113,1.7994338e-05,0.003819999,2.07318e-06,4.4691433e-08,4.7392805e-09,0.042052425,0.04213269
AEE,automobile,truck,0.4440658390522003,0.052219555,0.13048822,0.03955693,0.053994045,0.043605562,0.01514242,0.035831075,0.056806445,0.12828991,0.44406584,automobile,0.8527165055274963,0.0013989444,0.8527165,3.986293e-05,0.00068223756,5.8401965e-05,0.000102971375,5.638409e-06,6.7187306e-05,0.0018271358,0.14310116,automobile,0.9950419664382936,3.125705e-08,0.99504197,9.358679e-10,4.157545e-08,1.705938e-11,2.4911986e-11,1.0454518e-11,4.449221e-12,2.5291578e-07,0.004957777
AEG,dog,dog,0.2845480442047119,0.010525141,0.047810987,0.09206548,0.15960833,0.058460284,0.28454804,0.2130913,0.048745237,0.05440742,0.030737884,dog,0.6603418588638306,0.0015672046,0.010079824,0.020016514,0.16062246,0.01303606,0.66034186,0.116798535,0.0036379723,0.001520357,0.01237924,dog,0.9972350001335144,4.1905424e-10,9.166378e-08,1.0225903e-05,0.002359487,1.0135565e-06,0.997235,0.000392204,1.7529812e-06,2.744863e-09,2.6247127e-07
AET,frog,truck,0.2273574769496917,0.020242698,0.07176774,0.112365715,0.081857234,0.092918254,0.0391862,0.15098202,0.07584731,0.12747526,0.22735748,bird,0.3669295012950897,0.018830974,0.0074852896,0.3669295,0.055191237,0.039310984,0.014597674,0.3659107,0.010511352,0.105239205,0.015993113,frog,0.9932211637496948,1.9918873e-06,3.7223307e-07,0.006343195,6.8934954e-05,0.00029276893,5.8062393e-05,0.99322116,8.473727e-07,1.2526696e-05,1.1338997e-07
AFC,airplane,airplane,0.2590515613555908,0.25905156,0.067932434,0.07580786,0.051128533,0.058531485,0.060951013,0.04518101,0.10288675,0.11324575,0.16528359,bird,0.3281964063644409,0.19258036,0.0065078423,0.3281964,0.026805647,0.057837736,0.016827028,0.213122,0.005683944,0.13985181,0.012587252,bird,0.959643542766571,0.0009152608,4.363811e-05,0.95964354,2.268206e-06,0.018039424,0.0007516688,0.02006773,1.1118281e-05,0.00049845816,2.6846688e-05
AFE,cat,frog,0.2304241508245468,0.012289779,0.04291763,0.08364785,0.16338484,0.09808634,0.12686493,0.23042415,0.13261762,0.042867508,0.06689929,deer,0.3068006932735443,0.0031672558,0.004881382,0.025212295,0.21490166,0.3068007,0.14722224,0.24208638,0.024650877,0.005131747,0.025945514,deer,0.9994584918022156,1.4679551e-09,2.5047031e-09,5.3125856e-05,0.00010315357,0.9994585,0.00023802227,0.00013118303,1.6040638e-05,8.304096e-11,2.977583e-08
AFG,deer,frog,0.2233503311872482,0.012084745,0.04069096,0.1423007,0.13001895,0.07627889,0.09230247,0.22335033,0.1558216,0.044782117,0.08236919,bird,0.6305429935455322,0.0056055477,0.0021726063,0.630543,0.08928566,0.04130899,0.030187884,0.11646152,0.08079889,0.0026694336,0.0009664084,bird,0.7211408615112305,1.2800652e-07,3.0519794e-07,0.72114086,0.015094743,0.25656435,0.00019741581,0.004861623,0.0021406356,6.6999556e-10,4.1085105e-10
AFJ,truck,frog,0.2544657289981842,0.008548473,0.036774877,0.13730621,0.15380223,0.059004076,0.14392713,0.25446573,0.08875147,0.055430315,0.06198947,cat,0.6430805921554565,0.0018962792,0.0062539177,0.17333756,0.6430806,0.0043163267,0.08384125,0.06650281,0.0049699624,0.0022156877,0.0135856345,cat,0.66849285364151,1.5426738e-07,0.00022964632,0.31580588,0.66849285,2.0342031e-06,0.010648777,0.0018030064,0.00012111214,3.6361323e-06,0.0028928712
AFP,cat,truck,0.3217271864414215,0.0077523715,0.07728665,0.06467672,0.07234324,0.10884934,0.025628576,0.14256476,0.054503463,0.12466759,0.3217272,truck,0.4552231431007385,0.00631758,0.1600862,0.010453186,0.091511525,0.01512164,0.007018991,0.21003926,0.00039422116,0.043834276,0.45522314,frog,0.9849923849105836,9.5441e-06,0.0016535601,3.7343525e-06,0.0014537881,1.6525755e-05,8.877595e-06,0.9849924,6.3269845e-06,3.4440922e-07,0.01185483
AFW,cat,frog,0.2677727937698364,0.00628849,0.039517947,0.10718318,0.17590073,0.07912913,0.1716415,0.2677728,0.07098859,0.04186478,0.039712835,cat,0.3923968374729156,0.0060122856,0.009011525,0.1320401,0.39239684,0.16522104,0.077713884,0.15870425,0.043686375,0.013926304,0.0012873646,deer,0.929844617843628,1.4061182e-07,2.7665874e-07,1.979793e-05,0.06872154,0.9298446,0.00018741773,1.5994137e-05,0.0012102923,8.477123e-09,1.8608745e-12
AG4,dog,truck,0.1460634171962738,0.0870042,0.09132481,0.11781558,0.09820975,0.07281526,0.08106788,0.08608365,0.085696585,0.13391882,0.14606342,dog,0.644418478012085,0.04485557,0.038590636,0.041090596,0.083546646,0.03921155,0.6444185,0.0038390218,0.020215767,0.035169303,0.04906247,dog,0.8695580959320068,6.3950284e-07,3.1113618e-06,0.00889571,0.0041590533,0.117347926,0.8695581,4.5198267e-06,1.3172997e-05,1.0031805e-05,7.784316e-06
AG8,ship,truck,0.3285981118679046,0.118913755,0.12224308,0.04870645,0.042851936,0.06373888,0.03952569,0.031608958,0.03922367,0.16458945,0.3285981,truck,0.7208154201507568,0.0038765883,0.240322,0.0011172136,0.001084746,0.0019020754,0.0016016767,0.00025624112,9.414789e-05,0.02892987,0.7208154,truck,0.9706145524978638,1.1181572e-08,0.02790055,3.1359107e-06,3.9740136e-09,5.3378803e-06,2.7610677e-06,3.0269884e-11,1.2573841e-12,0.0014736584,0.97061455
AGG,deer,truck,0.2784586548805237,0.052329607,0.084634736,0.070486955,0.06733185,0.10464416,0.03621315,0.08010114,0.09377972,0.13201997,0.27845865,truck,0.3273512721061706,0.047636725,0.05872872,0.007907039,0.044918146,0.16060486,0.04011549,0.019440975,0.011479735,0.281817,0.32735127,deer,0.9175475835800172,0.0028331133,0.0009542799,0.00021248379,0.0002190695,0.9175476,0.00075475074,0.00010196367,7.015486e-06,0.066513196,0.010856466
AGM,ship,truck,0.2304850816726684,0.06243631,0.09634622,0.0993656,0.092626795,0.054844383,0.03728939,0.092186734,0.0808627,0.1535568,0.23048508,ship,0.2998225390911102,0.15976718,0.17464773,0.016338147,0.05682057,0.009220111,0.005420794,0.0041042776,0.0064821416,0.29982254,0.26737645,ship,0.3983229398727417,0.043830935,0.1339687,0.060401578,0.081856325,0.015758004,0.00025415834,0.00031761176,0.03533266,0.39832294,0.22995706
AGP,bird,truck,0.2595812380313873,0.026228677,0.060607806,0.116308786,0.091380425,0.06117281,0.039139614,0.11766046,0.13037498,0.09754514,0.25958124,cat,0.3593495190143585,0.011321489,0.12438156,0.08892941,0.35934952,0.025244033,0.024848465,0.020943927,0.11224349,0.033507183,0.19923083,horse,0.936985194683075,1.2857541e-07,2.7562946e-05,0.00080059026,0.060483217,0.0015795641,3.7078753e-05,8.5695e-05,0.9369852,7.1031475e-10,1.0025718e-06
AGW,airplane,frog,0.2156891822814941,0.0101348935,0.057662766,0.08095658,0.1281292,0.1251258,0.08559012,0.21568918,0.11734715,0.06047376,0.11889052,deer,0.253658652305603,0.07928921,0.03065559,0.044630513,0.10195508,0.25365865,0.13634534,0.15450713,0.08382616,0.096161455,0.018970843,deer,0.8011465668678284,0.0146978535,0.0065754023,0.0009320947,0.00011677285,0.80114657,0.00049020274,0.17415491,0.0016214625,0.0002460371,1.85971e-05
AH0,airplane,horse,0.1726245433092117,0.109043434,0.049203508,0.14989685,0.109102294,0.043090213,0.12720557,0.11066891,0.17262454,0.06867371,0.06049104,ship,0.3062327802181244,0.26488858,0.0070809885,0.17820053,0.039781366,0.042269733,0.09841854,0.018748607,0.03339142,0.30623278,0.010987428,bird,0.3889515399932861,0.29375356,1.0322567e-05,0.38895154,0.007339256,0.0013051779,0.00020011171,0.00019943803,0.00015431806,0.30808297,3.3053655e-06
AH2,deer,truck,0.1525780856609344,0.027048122,0.06865409,0.14418079,0.09243847,0.10097373,0.10192528,0.13218409,0.08271048,0.09730682,0.15257809,bird,0.5589208602905273,0.038144346,0.004810568,0.55892086,0.043269303,0.022587731,0.2574219,0.0077087097,0.04690282,0.0085582435,0.01167552,bird,0.9154539108276368,3.5325138e-05,1.7367827e-07,0.9154539,0.07272479,0.002002957,0.009225661,1.633501e-05,0.00053842604,2.274423e-06,1.2425491e-07
AH8,deer,truck,0.1347794830799102,0.041838497,0.07968633,0.092306666,0.109236,0.12874144,0.084620215,0.12610362,0.12959479,0.07309299,0.13477948,cat,0.287245512008667,0.1537571,0.028136848,0.079734676,0.2872455,0.21943463,0.098605566,0.051537503,0.040165093,0.028474275,0.012908788,bird,0.4209319055080414,0.00034778882,1.33324e-05,0.4209319,0.22009154,0.34304976,0.00531128,0.009710458,0.00050041964,4.323988e-05,3.3169073e-07
AHA,dog,frog,0.2544778287410736,0.0077292,0.05758954,0.09520644,0.1439398,0.10284717,0.09185662,0.25447783,0.09298663,0.059175745,0.09419092,frog,0.4450698494911194,0.013208235,0.04505197,0.17344868,0.13901623,0.08974041,0.029478671,0.44506985,0.022747342,0.020588556,0.021650061,frog,0.8623621463775635,5.566299e-05,0.009484442,0.023758547,0.014491556,0.08859569,0.0010816604,0.86236215,0.00013179418,2.5339472e-07,3.8297712e-05
AHG,airplane,airplane,0.6263797283172607,0.6263797,0.038888406,0.04561619,0.029656129,0.015762765,0.04704988,0.019323701,0.04239137,0.08027398,0.054657742,airplane,0.9642314314842224,0.96423143,0.00017140238,0.009206255,0.00037932114,0.0030239434,0.00049808115,0.0011795777,0.00010533683,0.01981606,0.0013884798,airplane,0.9998584985733032,0.9998585,1.306867e-12,3.6534757e-07,3.8066092e-10,0.00013422641,5.219092e-13,7.466247e-08,2.7897777e-16,6.7876726e-06,1.898251e-09
AHJ,deer,horse,0.1908421665430069,0.03796271,0.045073863,0.1336934,0.122198485,0.07814371,0.14225487,0.15382855,0.19084217,0.03933406,0.056668177,bird,0.2915398478507995,0.023836516,0.0029138098,0.29153985,0.06701787,0.22829555,0.12215583,0.055668388,0.19927043,0.0073168497,0.001984929,deer,0.5817642211914062,2.8892424e-07,7.472588e-08,0.38662764,0.0003242588,0.5817642,0.0007656731,0.0006330662,0.029884487,2.835062e-07,1.6807801e-10
AHR,deer,frog,0.1348512917757034,0.04441405,0.07846226,0.09086759,0.11401201,0.13113783,0.11674239,0.13485129,0.109659344,0.07921904,0.10063418,frog,0.319213718175888,0.033564325,0.0060559856,0.10560711,0.1691662,0.20932306,0.10346037,0.31921372,0.007387614,0.041198723,0.0050228653,deer,0.9381266236305236,0.003449151,2.1433387e-07,0.043042004,0.005863909,0.9381266,0.00035100305,0.008669879,1.9296533e-07,0.0004970346,7.142255e-09
AHW,automobile,airplane,0.4326563477516174,0.43265635,0.06905189,0.05371387,0.045074914,0.011118106,0.026839102,0.019595962,0.08565439,0.114940315,0.14135507,truck,0.4936004281044006,0.012426154,0.48923147,0.0002494031,0.001152063,0.000104519415,0.00039383685,1.8671422e-05,0.00015070602,0.002672764,0.49360043,truck,0.9555387496948242,7.6019825e-07,0.044440474,1.8695107e-06,2.937803e-08,8.31027e-10,3.010696e-12,6.5100784e-14,1.1484721e-11,1.8152168e-05,0.95553875
AJ4,dog,bird,0.1758655309677124,0.04029316,0.058121655,0.17586553,0.09414118,0.0774395,0.11409939,0.10622721,0.16212645,0.04719712,0.1244888,bird,0.6434298753738403,0.003923815,0.0035105227,0.6434299,0.076605015,0.10919271,0.052080356,0.04868002,0.017167777,0.0032829882,0.042126913,bird,0.8449016809463501,3.620565e-09,7.025211e-11,0.8449017,0.0017795378,0.10965307,0.00021938457,3.00091e-07,0.04344602,1.2972811e-09,1.3905535e-09
AJ6,ship,truck,0.4551134705543518,0.041541535,0.100898705,0.03315605,0.04595905,0.07445232,0.015811512,0.045316376,0.043678217,0.14407264,0.45511347,truck,0.7657240629196167,0.004416581,0.12253165,0.000155538,0.0022391803,0.0038423936,0.00032785028,0.0009647849,0.0002884652,0.099509515,0.76572406,truck,0.5788930058479309,2.2993196e-05,0.008937257,1.973774e-08,1.2997178e-07,8.447023e-05,2.2162553e-06,2.1699522e-07,8.225785e-08,0.4120596,0.578893
AJA,truck,truck,0.4778445959091186,0.02337784,0.06735303,0.04372406,0.049259026,0.08236903,0.013747703,0.056391913,0.09713482,0.088797905,0.4778446,truck,0.9016036987304688,0.002942963,0.056492593,0.00093326473,0.010783736,0.0056762192,0.0012026645,0.001560089,0.0026975826,0.016107287,0.9016037,truck,0.994694173336029,1.0052623e-06,0.003092131,0.0002926866,7.2558956e-05,0.0001357422,2.8573682e-05,9.627744e-06,0.0016629794,1.06250045e-05,0.9946942
AJC,ship,truck,0.2265943735837936,0.19006294,0.0617192,0.059632577,0.056124754,0.046013266,0.028976677,0.047564685,0.1417717,0.1415398,0.22659437,ship,0.8676784038543701,0.00843288,0.0014966995,0.00063755235,0.002940385,0.009872797,0.0006491168,0.0054712333,0.00016610457,0.8676784,0.102654874,ship,0.9992233514785768,5.5665264e-06,9.0097005e-09,2.8310687e-08,9.340125e-10,0.00074873556,7.912194e-10,8.89382e-07,1.1653187e-13,0.99922335,2.1373564e-05
AJE,bird,truck,0.3835591077804565,0.021450207,0.09782959,0.07020007,0.052656326,0.073897004,0.020921564,0.064313784,0.030995404,0.18417698,0.3835591,airplane,0.3280802071094513,0.3280802,0.19195133,0.027008343,0.019058943,0.0008042646,0.008219479,0.0007168107,8.8145636e-05,0.16188009,0.26219234,airplane,0.7423241138458252,0.7423241,0.013715863,0.041181862,0.0025122392,1.0177718e-06,1.2512353e-07,3.3573192e-06,4.428727e-11,0.17933826,0.020923063
AJG,frog,frog,0.2321979999542236,0.014109365,0.051621784,0.11732898,0.1410348,0.08222573,0.08363968,0.232198,0.12864983,0.058939617,0.090252236,frog,0.4637995958328247,0.009507421,0.029960569,0.07902136,0.2282651,0.09393141,0.028291322,0.4637996,0.011727434,0.045035128,0.010460625,frog,0.984302282333374,8.900621e-06,7.028294e-05,0.00016353544,0.0049071023,0.010304691,0.00011635303,0.9843023,0.00012521203,1.2367256e-06,4.1837345e-07
AJJ,automobile,truck,0.2831945121288299,0.08451314,0.10503191,0.06104081,0.04294364,0.056739192,0.02456747,0.045146905,0.02494609,0.27187634,0.2831945,ship,0.7967773079872131,0.08027637,0.022999302,0.009121142,0.0014342073,0.0067260405,0.000359593,0.0023569756,2.740871e-05,0.7967773,0.07992162,ship,0.9885287880897522,0.0024685776,0.008585505,0.00022024108,2.5360084e-08,4.0597854e-05,1.102042e-10,1.0525366e-07,3.5007408e-13,0.9885288,0.00015613977
AJR,dog,truck,0.3511065542697906,0.03399987,0.06275293,0.108676106,0.06961787,0.0710674,0.028905837,0.075361386,0.095363975,0.10314812,0.35110655,cat,0.494000107049942,0.044156585,0.005332884,0.2529534,0.4940001,0.0138991205,0.031218752,0.0100417305,0.007495825,0.08165338,0.059248235,cat,0.8001176118850708,6.7936408e-06,3.9725045e-09,0.1960766,0.8001176,0.00010065071,0.0033648144,1.1026937e-05,0.0003222961,1.4669814e-07,2.3807982e-09
AJT,deer,truck,0.2975247502326965,0.01735798,0.09329796,0.053690508,0.07526561,0.15079999,0.03690309,0.109246835,0.07044444,0.095468745,0.29752475,truck,0.4288090169429779,0.012988729,0.18401228,0.0064871376,0.06689026,0.20307855,0.024527218,0.043616034,0.004664387,0.024926435,0.42880902,deer,0.96322500705719,1.0510849e-05,1.9394345e-05,2.4608715e-05,0.030946994,0.963225,0.0012853089,0.003531643,3.9513895e-07,1.1345034e-05,0.0009446719
AJW,dog,dog,0.2511370778083801,0.051093813,0.04273007,0.12967029,0.13586417,0.04852911,0.25113708,0.16225111,0.08535602,0.062074613,0.031293646,dog,0.3149173557758331,0.01101444,0.0008105467,0.17691079,0.18791044,0.008494439,0.31491736,0.24126135,0.002897195,0.040721264,0.015062156,dog,0.9881746768951416,5.3844553e-07,2.887073e-09,0.0005100115,0.008191079,5.946168e-07,0.9881747,0.003067918,1.4225723e-06,5.3667227e-05,7.3619205e-08
AK0,deer,dog,0.2778794765472412,0.019147426,0.03215813,0.10075268,0.13243946,0.08334718,0.27787948,0.18630567,0.10408673,0.035195716,0.028687514,frog,0.272528737783432,0.0018608255,0.00019218406,0.0630826,0.109158434,0.19996427,0.24537711,0.27252874,0.10595362,0.0011998705,0.0006823001,deer,0.9207431077957152,4.2684082e-06,4.538212e-09,0.01762646,0.023448873,0.9207431,0.026644198,0.011395582,0.00013732644,7.5141855e-08,1.2469119e-10
AK2,cat,dog,0.2105160802602768,0.022634951,0.047507726,0.13994132,0.15936014,0.06488123,0.21051608,0.17631647,0.09295733,0.046885762,0.03899896,dog,0.586161732673645,0.004494215,0.0015137275,0.21044701,0.15447937,0.012046853,0.58616173,0.014332668,0.014116976,0.0013405352,0.0010669515,dog,0.9731823205947876,2.4023525e-09,8.814063e-09,0.017901456,0.008175002,3.4297347e-05,0.9731823,1.3168925e-06,0.0007055133,2.8028673e-08,1.5021377e-10
